BracketedTree #	ILLOC Force	SOW	Bracketed Tree	
2170	DEC	Adv[+WA] S Aux Not Verb O1 P O3                   	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))         16	
2171	DEC	Adv[+WA] S Aux Not Verb P O3                      	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))         16	
2172	DEC	Adv[+WA] S Aux Verb                               	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"Adv[+NULL][SLASH Adv]"))))))         16	
2173	DEC	Adv[+WA] S Aux Verb O1                            	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""Adv[+NULL][SLASH Adv]"))))))         16	
2174	DEC	Adv[+WA] S Aux Verb O1 O2                         	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2""Adv[+NULL][SLASH Adv]"))))))         16	
2175	DEC	Adv[+WA] S Aux Verb O1 O2 P O3                    	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))         16	
2176	DEC	Adv[+WA] S Aux Verb O1 P O3                       	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))         16	
2177	DEC	Adv[+WA] S Aux Verb P O3                          	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH Adv]"S"(Ibar[ILLOC DEC][+FIN][SLASH Adv](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))         16	
6240	DEC	O1[+WA] S Aux Never Verb Adv                      	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))))         16	
6241	DEC	O1[+WA] S Aux Never Verb O2 Adv                   	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))))         16	
6242	DEC	O1[+WA] S Aux Never Verb O2 P O3 Adv              	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))))         16	
6243	DEC	O1[+WA] S Aux Never Verb O2 P O3                  	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))))         16	
6244	DEC	O1[+WA] S Aux Never Verb O2                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))))         16	
6245	DEC	O1[+WA] S Aux Never Verb P O3 Adv                 	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))))         16	
6246	DEC	O1[+WA] S Aux Never Verb P O3                     	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))))         16	
6247	DEC	O1[+WA] S Aux Never Verb                          	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))))         16	
6248	DEC	O1[+WA] S Aux Not Verb Adv                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))))         16	
6249	DEC	O1[+WA] S Aux Not Verb O2 Adv                     	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))))         16	
6250	DEC	O1[+WA] S Aux Not Verb O2 P O3 Adv                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))))         16	
6251	DEC	O1[+WA] S Aux Not Verb O2 P O3                    	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))))         16	
6252	DEC	O1[+WA] S Aux Not Verb O2                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))))         16	
6253	DEC	O1[+WA] S Aux Not Verb P O3 Adv                   	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))))         16	
6254	DEC	O1[+WA] S Aux Not Verb P O3                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))))         16	
6255	DEC	O1[+WA] S Aux Not Verb                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))))         16	
6256	DEC	O1[+WA] S Aux Verb Adv                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))         16	
6257	DEC	O1[+WA] S Aux Verb O2 Adv                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))         16	
6258	DEC	O1[+WA] S Aux Verb O2 P O3 Adv                    	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))         16	
6259	DEC	O1[+WA] S Aux Verb O2 P O3                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))         16	
6260	DEC	O1[+WA] S Aux Verb O2                             	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))         16	
6261	DEC	O1[+WA] S Aux Verb P O3 Adv                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))         16	
6262	DEC	O1[+WA] S Aux Verb P O3                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))         16	
6263	DEC	O1[+WA] S Aux Verb                                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))         16	
9280	DEC	O2[+WA] S Aux Never Verb O1 Adv                   	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]""Adv"))))))))         16	
9281	DEC	O2[+WA] S Aux Never Verb O1 P O3 Adv              	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")"Adv"))))))))         16	
9282	DEC	O2[+WA] S Aux Never Verb O1 P O3                  	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")))))))))         16	
9283	DEC	O2[+WA] S Aux Never Verb O1                       	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"))))))))         16	
9284	DEC	O2[+WA] S Aux Not Verb O1 Adv                     	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2](NegBar[SLASH O2](Neg"Not")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]""Adv"))))))))         16	
9285	DEC	O2[+WA] S Aux Not Verb O1 P O3 Adv                	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2](NegBar[SLASH O2](Neg"Not")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")"Adv"))))))))         16	
