UR #	ILLOC	SR	
12240	DEC	O3[+WA] S Aux Never Verb O1 O2 P Adv              	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12241	DEC	O3[+WA] S Aux Never Verb O1 O2 P                  	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12242	DEC	O3[+WA] S Aux Never Verb O1 P Adv                 	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12243	DEC	O3[+WA] S Aux Never Verb O1 P                     	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12244	DEC	O3[+WA] S Aux Never Verb P Adv                    	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12245	DEC	O3[+WA] S Aux Never Verb P                        	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12246	DEC	O3[+WA] S Aux Not Verb O1 O2 P Adv                	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12247	DEC	O3[+WA] S Aux Not Verb O1 O2 P                    	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12248	DEC	O3[+WA] S Aux Not Verb O1 P Adv                   	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12249	DEC	O3[+WA] S Aux Not Verb O1 P                       	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12250	DEC	O3[+WA] S Aux Not Verb P Adv                      	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12251	DEC	O3[+WA] S Aux Not Verb P                          	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12252	DEC	O3[+WA] S Aux Verb O1 O2 P Adv                    	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        627	
12253	DEC	O3[+WA] S Aux Verb O1 O2 P                        	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        627	
12254	DEC	O3[+WA] S Aux Verb O1 P Adv                       	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        627	
12255	DEC	O3[+WA] S Aux Verb O1 P                           	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        627	
12256	DEC	O3[+WA] S Aux Verb P Adv                          	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        627	
12257	DEC	O3[+WA] S Aux Verb P                              	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        627	
12276	DEC	O3[+WA] S Never Verb O1 O2 P Adv                  	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12277	DEC	O3[+WA] S Never Verb O1 O2 P                      	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12278	DEC	O3[+WA] S Never Verb O1 P Adv                     	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12279	DEC	O3[+WA] S Never Verb O1 P                         	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12280	DEC	O3[+WA] S Never Verb P Adv                        	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        627	
12281	DEC	O3[+WA] S Never Verb P                            	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        627	
12318	DEC	O3[+WA] S Verb O1 O2 P Adv                        	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        627	
12319	DEC	O3[+WA] S Verb O1 O2 P                            	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        627	
12320	DEC	O3[+WA] S Verb O1 P Adv                           	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        627	
12321	DEC	O3[+WA] S Verb O1 P                               	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        627	
12322	DEC	O3[+WA] S Verb P Adv                              	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        627	
12323	DEC	O3[+WA] S Verb P                                  	(CP[ILLOC DEC][+FIN]"O3[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        627	
16936	DEC	S[+WA] Aux Never Verb Adv                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"Adv"))))))))        627	
16937	DEC	S[+WA] Aux Never Verb O1 Adv                      	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""Adv"))))))))        627	
16938	DEC	S[+WA] Aux Never Verb O1 O2 Adv                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        627	
16939	DEC	S[+WA] Aux Never Verb O1 O2 P O3 Adv              	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        627	
16940	DEC	S[+WA] Aux Never Verb O1 O2 P O3                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        627	
16941	DEC	S[+WA] Aux Never Verb O1 O2                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"))))))))        627	
16942	DEC	S[+WA] Aux Never Verb O1 P O3 Adv                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        627	
16943	DEC	S[+WA] Aux Never Verb O1 P O3                     	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        627	
16944	DEC	S[+WA] Aux Never Verb O1                          	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"))))))))        627	
16945	DEC	S[+WA] Aux Never Verb P O3 Adv                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        627	
16946	DEC	S[+WA] Aux Never Verb P O3                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")))))))))        627	
16947	DEC	S[+WA] Aux Never Verb                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")))))))))        627	
16948	DEC	S[+WA] Aux Not Verb Adv                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"Adv"))))))))        627	
16949	DEC	S[+WA] Aux Not Verb O1 Adv                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""Adv"))))))))        627	
16950	DEC	S[+WA] Aux Not Verb O1 O2 Adv                     	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        627	
16951	DEC	S[+WA] Aux Not Verb O1 O2 P O3 Adv                	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        627	
16952	DEC	S[+WA] Aux Not Verb O1 O2 P O3                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        627	
16953	DEC	S[+WA] Aux Not Verb O1 O2                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"))))))))        627	
16954	DEC	S[+WA] Aux Not Verb O1 P O3 Adv                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        627	
16955	DEC	S[+WA] Aux Not Verb O1 P O3                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        627	
16956	DEC	S[+WA] Aux Not Verb O1                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        627	
