UR #	ILLOC	SR	
6250	DEC	O1[+WA] S Aux Not Verb O2 P O3 Adv                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))))        627	
6251	DEC	O1[+WA] S Aux Not Verb O2 P O3                    	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))))        627	
6252	DEC	O1[+WA] S Aux Not Verb O2                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))))        627	
6253	DEC	O1[+WA] S Aux Not Verb P O3 Adv                   	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))))        627	
6254	DEC	O1[+WA] S Aux Not Verb P O3                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))))        627	
6255	DEC	O1[+WA] S Aux Not Verb                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O1](NegBar[SLASH O1](Neg"Not")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))))        627	
6256	DEC	O1[+WA] S Aux Verb Adv                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))        627	
6257	DEC	O1[+WA] S Aux Verb O2 Adv                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))        627	
6258	DEC	O1[+WA] S Aux Verb O2 P O3 Adv                    	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))        627	
6259	DEC	O1[+WA] S Aux Verb O2 P O3                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))        627	
6260	DEC	O1[+WA] S Aux Verb O2                             	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"))))))        627	
6261	DEC	O1[+WA] S Aux Verb P O3 Adv                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))        627	
6262	DEC	O1[+WA] S Aux Verb P O3                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))        627	
6263	DEC	O1[+WA] S Aux Verb                                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]"))))))        627	
6288	DEC	O1[+WA] S Never Verb Adv                          	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""Adv"))))))))        627	
6289	DEC	O1[+WA] S Never Verb O2 Adv                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2""Adv"))))))))        627	
6290	DEC	O1[+WA] S Never Verb O2 P O3 Adv                  	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))))        627	
6291	DEC	O1[+WA] S Never Verb O2 P O3                      	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))))        627	
6292	DEC	O1[+WA] S Never Verb O2                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2"))))))))        627	
6293	DEC	O1[+WA] S Never Verb P O3 Adv                     	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))))        627	
6294	DEC	O1[+WA] S Never Verb P O3                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))))        627	
6295	DEC	O1[+WA] S Never Verb                              	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1]"Never"(Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]"))))))))        627	
6344	DEC	O1[+WA] S Verb Adv                                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""Adv"))))))        627	
6345	DEC	O1[+WA] S Verb O2 Adv                             	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2""Adv"))))))        627	
6346	DEC	O1[+WA] S Verb O2 P O3 Adv                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))        627	
6347	DEC	O1[+WA] S Verb O2 P O3                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))        627	
6348	DEC	O1[+WA] S Verb O2                                 	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]""O2"))))))        627	
6349	DEC	O1[+WA] S Verb P O3 Adv                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]"(PP"P""O3")"Adv"))))))        627	
6350	DEC	O1[+WA] S Verb P O3                               	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]"(PP"P""O3")))))))        627	
6351	DEC	O1[+WA] S Verb                                    	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O1]"S"(Ibar[ILLOC DEC][+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](V[+FIN]"Verb[+FIN]")"O1[+NULL][SLASH O1]"))))))        627	
9280	DEC	O2[+WA] S Aux Never Verb O1 Adv                   	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]""Adv"))))))))        627	
9281	DEC	O2[+WA] S Aux Never Verb O1 P O3 Adv              	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")"Adv"))))))))        627	
9282	DEC	O2[+WA] S Aux Never Verb O1 P O3                  	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")))))))))        627	
9283	DEC	O2[+WA] S Aux Never Verb O1                       	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2]"Never"(Negbar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"))))))))        627	
9284	DEC	O2[+WA] S Aux Not Verb O1 Adv                     	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2](NegBar[SLASH O2](Neg"Not")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]""Adv"))))))))        627	
9285	DEC	O2[+WA] S Aux Not Verb O1 P O3 Adv                	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2](NegBar[SLASH O2](Neg"Not")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")"Adv"))))))))        627	
9286	DEC	O2[+WA] S Aux Not Verb O1 P O3                    	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2](NegBar[SLASH O2](Neg"Not")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")))))))))        627	
9287	DEC	O2[+WA] S Aux Not Verb O1                         	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O2](NegBar[SLASH O2](Neg"Not")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"))))))))        627	
9288	DEC	O2[+WA] S Aux Verb O1 Adv                         	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]""Adv"))))))        627	
9289	DEC	O2[+WA] S Aux Verb O1 P O3 Adv                    	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")"Adv"))))))        627	
9290	DEC	O2[+WA] S Aux Verb O1 P O3                        	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")))))))        627	
9291	DEC	O2[+WA] S Aux Verb O1                             	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O2](Vbar[SLASH O2](V"Verb")"O1""O2[+NULL][SLASH O2]"))))))        627	
9304	DEC	O2[+WA] S Never Verb O1 Adv                       	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](NegP[+FIN][SLASH O2]"Never"(Negbar[+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]""Adv"))))))))        627	
9305	DEC	O2[+WA] S Never Verb O1 P O3 Adv                  	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](NegP[+FIN][SLASH O2]"Never"(Negbar[+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")"Adv"))))))))        627	
9306	DEC	O2[+WA] S Never Verb O1 P O3                      	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](NegP[+FIN][SLASH O2]"Never"(Negbar[+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")))))))))        627	
9307	DEC	O2[+WA] S Never Verb O1                           	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](NegP[+FIN][SLASH O2]"Never"(Negbar[+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]"))))))))        627	
9332	DEC	O2[+WA] S Verb O1 Adv                             	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]""Adv"))))))        627	
9333	DEC	O2[+WA] S Verb O1 P O3 Adv                        	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")"Adv"))))))        627	
9334	DEC	O2[+WA] S Verb O1 P O3                            	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]"(PP"P""O3")))))))        627	
9335	DEC	O2[+WA] S Verb O1                                 	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O2]"S"(Ibar[ILLOC DEC][+FIN][SLASH O2](VP[+FIN][SLASH O2](Vbar[+FIN][SLASH O2](V[+FIN]"Verb[+FIN]")"O1""O2[+NULL][SLASH O2]"))))))        627	
