BracketedTree #	ILLOC Force	SOW	Bracketed Tree	
21336	DEC	O3 P O2 O1 Verb S                                 	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"O3""P")(Cbar[ILLOC DEC][+FIN][SLASH PP](IP[ILLOC DEC][+FIN][SLASH PP](Ibar[ILLOC DEC][+FIN][SLASH PP](VP[SLASH PP][SLASH Verb](Vbar[SLASH PP][SLASH Verb]"PP[+NULL][SLASH PP]""O2""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
21338	DEC	O3 P Verb S                                       	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"O3""P")(Cbar[ILLOC DEC][+FIN][SLASH PP](IP[ILLOC DEC][+FIN][SLASH PP](Ibar[ILLOC DEC][+FIN][SLASH PP](VP[SLASH PP][SLASH Verb](Vbar[SLASH PP][SLASH Verb]"PP[+NULL][SLASH PP]"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
23752	IMP	Adv O1 Verb Not                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"Adv""O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23753	IMP	Adv O2 O1 Verb Not                                	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"Adv""O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23754	IMP	Adv O3 P O1 Verb Not                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"Adv"(PP"O3""P")"O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23755	IMP	Adv O3 P O2 O1 Verb Not                           	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"Adv"(PP"O3""P")"O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23756	IMP	Adv O3 P Verb Not                                 	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"Adv"(PP"O3""P")(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23757	IMP	Adv Verb Not                                      	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"Adv"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23758	IMP	O1 Verb Not                                       	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23759	IMP	O2 O1 Verb Not                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar"O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23760	IMP	O3 P O1 Verb Not                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar(PP"O3""P")"O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23761	IMP	O3 P O2 O1 Verb Not                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar(PP"O3""P")"O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23762	IMP	O3 P Verb Not                                     	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar(PP"O3""P")(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23763	IMP	Verb Not                                          	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(NegBar(VP(Vbar(V"Verb")))(Neg"Not")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23764	IMP	Adv O1 Verb Never                                 	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"Adv""O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23765	IMP	Adv O2 O1 Verb Never                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"Adv""O2""O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23766	IMP	Adv O3 P O1 Verb Never                            	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"Adv"(PP"O3""P")"O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23767	IMP	Adv O3 P O2 O1 Verb Never                         	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"Adv"(PP"O3""P")"O2""O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23768	IMP	Adv O3 P Verb Never                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"Adv"(PP"O3""P")(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23769	IMP	Adv Verb Never                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"Adv"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23770	IMP	O1 Verb Never                                     	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23771	IMP	O2 O1 Verb Never                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar"O2""O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23772	IMP	O3 P O1 Verb Never                                	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar(PP"O3""P")"O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23773	IMP	O3 P O2 O1 Verb Never                             	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar(PP"O3""P")"O2""O1"(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23774	IMP	O3 P Verb Never                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar(PP"O3""P")(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23775	IMP	Verb Never                                        	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](NegP(Negbar(VP(Vbar(V"Verb"))))"Never")(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23776	IMP	Adv O1 Verb                                       	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"Adv""O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23777	IMP	Adv O2 O1 Verb                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"Adv""O2""O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23778	IMP	Adv O3 P O1 Verb                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"Adv"(PP"O3""P")"O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23779	IMP	Adv O3 P O2 O1 Verb                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"Adv"(PP"O3""P")"O2""O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23780	IMP	Adv O3 P Verb                                     	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"Adv"(PP"O3""P")(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23781	IMP	Adv Verb                                          	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"Adv"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23782	IMP	O1 Verb                                           	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23783	IMP	O2 O1 Verb                                        	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar"O2""O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23784	IMP	O3 P O1 Verb                                      	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar(PP"O3""P")"O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23785	IMP	O3 P O2 O1 Verb                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar(PP"O3""P")"O2""O1"(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23786	IMP	O3 P Verb                                         	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar(PP"O3""P")(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
23787	IMP	Verb                                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](IP[ILLOC IMP](Ibar[ILLOC IMP](VP(Vbar(V"Verb")))(I[ILLOC IMP]"Aux[+NULL]"))"S[+NULL]")(C[ILLOC IMP]"Please[+NULL]")))       7688	
25654	Q  	Adv O1 Verb Not Aux S ka                          	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"Adv""O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25656	Q  	Adv O2 O1 Verb Not Aux S ka                       	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"Adv""O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25658	Q  	Adv O3 P O1 Verb Not Aux S ka                     	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"Adv"(PP"O3""P")"O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25660	Q  	Adv O3 P O2 O1 Verb Not Aux S ka                  	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"Adv"(PP"O3""P")"O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25662	Q  	Adv O3 P Verb Not Aux S ka                        	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"Adv"(PP"O3""P")(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25664	Q  	Adv Verb Not Aux S ka                             	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"Adv"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25666	Q  	O1 Verb Not Aux S ka                              	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25668	Q  	O2 O1 Verb Not Aux S ka                           	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar"O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25670	Q  	O3 P O1 Verb Not Aux S ka                         	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar(PP"O3""P")"O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25672	Q  	O3 P O2 O1 Verb Not Aux S ka                      	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar(PP"O3""P")"O2""O1"(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25674	Q  	O3 P Verb Not Aux S ka                            	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar(PP"O3""P")(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25676	Q  	Verb Not Aux S ka                                 	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(NegBar(VP(Vbar(V"Verb")))(Neg"Not")))(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25678	Q  	Adv O1 Verb Never Aux S ka                        	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"Adv""O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25680	Q  	Adv O2 O1 Verb Never Aux S ka                     	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"Adv""O2""O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25682	Q  	Adv O3 P O1 Verb Never Aux S ka                   	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"Adv"(PP"O3""P")"O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25684	Q  	Adv O3 P O2 O1 Verb Never Aux S ka                	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"Adv"(PP"O3""P")"O2""O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25686	Q  	Adv O3 P Verb Never Aux S ka                      	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"Adv"(PP"O3""P")(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25688	Q  	Adv Verb Never Aux S ka                           	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"Adv"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25690	Q  	O1 Verb Never Aux S ka                            	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25692	Q  	O2 O1 Verb Never Aux S ka                         	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar"O2""O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25694	Q  	O3 P O1 Verb Never Aux S ka                       	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar(PP"O3""P")"O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25696	Q  	O3 P O2 O1 Verb Never Aux S ka                    	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar(PP"O3""P")"O2""O1"(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25698	Q  	O3 P Verb Never Aux S ka                          	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar(PP"O3""P")(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25700	Q  	Verb Never Aux S ka                               	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP(Negbar(VP(Vbar(V"Verb"))))"Never")(I[ILLOC Q][+FIN]"Aux[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25750	Q  	Adv O1 Not Verb S ka                              	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"Adv""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25752	Q  	Adv O2 O1 Not Verb S ka                           	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"Adv""O2""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25754	Q  	Adv O3 P O1 Not Verb S ka                         	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"Adv"(PP"O3""P")"O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25756	Q  	Adv O3 P O2 O1 Not Verb S ka                      	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"Adv"(PP"O3""P")"O2""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25758	Q  	Adv O3 P Not Verb S ka                            	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"Adv"(PP"O3""P")(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25760	Q  	Adv Not Verb S ka                                 	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"Adv"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25762	Q  	O1 Not Verb S ka                                  	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25764	Q  	O2 O1 Not Verb S ka                               	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb]"O2""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25766	Q  	O3 P O1 Not Verb S ka                             	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb](PP"O3""P")"O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
25768	Q  	O3 P O2 O1 Not Verb S ka                          	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](IP[ILLOC Q][+FIN](Ibar[ILLOC Q][+FIN](NegP[SLASH Verb](NegBar[SLASH Verb](VP[SLASH Verb](Vbar[SLASH Verb](PP"O3""P")"O2""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(Neg"Not")))(I[ILLOC Q][+FIN]"Verb[+FIN]"))"S")(C[ILLOC Q][+FIN]"ka")))       7688	
