BracketedTree #	ILLOC Force	SOW	Bracketed Tree	
1714	DEC	Adv Verb Aux S                                    	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(V"Verb")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
1716	DEC	Adv O1 Verb S                                     	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv][SLASH Verb](Vbar[SLASH Adv][SLASH Verb]"Adv[+NULL][SLASH Adv]""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
1718	DEC	Adv O2 O1 Verb S                                  	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv][SLASH Verb](Vbar[SLASH Adv][SLASH Verb]"Adv[+NULL][SLASH Adv]""O2""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
1720	DEC	Adv O3 P O1 Verb S                                	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv][SLASH Verb](Vbar[SLASH Adv][SLASH Verb]"Adv[+NULL][SLASH Adv]"(PP"O3""P")"O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
1722	DEC	Adv O3 P O2 O1 Verb S                             	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv][SLASH Verb](Vbar[SLASH Adv][SLASH Verb]"Adv[+NULL][SLASH Adv]"(PP"O3""P")"O2""O1"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
1724	DEC	Adv O3 P Verb S                                   	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv][SLASH Verb](Vbar[SLASH Adv][SLASH Verb]"Adv[+NULL][SLASH Adv]"(PP"O3""P")(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
1726	DEC	Adv Verb S                                        	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv][SLASH Verb](Vbar[SLASH Adv][SLASH Verb]"Adv[+NULL][SLASH Adv]"(V[SLASH Verb]"Verb[+NULL][SLASH Verb]")))(I[ILLOC DEC][+FIN]"Verb[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5536	DEC	O1 Adv Verb Not Aux S                             	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5538	DEC	O1 Adv O2 Verb Not Aux S                          	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5540	DEC	O1 Adv O3 P Verb Not Aux S                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5542	DEC	O1 Adv O3 P O2 Verb Not Aux S                     	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5544	DEC	O1 Verb Not Aux S                                 	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5546	DEC	O1 O2 Verb Not Aux S                              	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5548	DEC	O1 O3 P Verb Not Aux S                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5550	DEC	O1 O3 P O2 Verb Not Aux S                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5552	DEC	O1 Adv Verb Never Aux S                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
5554	DEC	O1 Adv O2 Verb Never Aux S                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7688	
