UR #	ILLOC	SR	
15621	DEC	S Aux Verb O1 Adv                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""Adv"))))))        611	
15622	DEC	S Aux Verb O1 O2 Adv                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))        611	
15623	DEC	S Aux Verb O1 O2 P O3 Adv                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))        611	
15624	DEC	S Aux Verb O1 O2 P O3                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))        611	
15625	DEC	S Aux Verb O1 O2                                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"))))))        611	
15626	DEC	S Aux Verb O1 P O3 Adv                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))        611	
15627	DEC	S Aux Verb O1 P O3                                	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))        611	
15628	DEC	S Aux Verb O1                                     	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"))))))        611	
15629	DEC	S Aux Verb P O3 Adv                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))        611	
15630	DEC	S Aux Verb P O3                                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")(PP"P""O3")))))))        611	
15631	DEC	S Aux Verb                                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")))))))        611	
15692	DEC	S Never Verb Adv                                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"Adv"))))))))        611	
15693	DEC	S Never Verb O1 Adv                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""Adv"))))))))        611	
15694	DEC	S Never Verb O1 O2 Adv                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2""Adv"))))))))        611	
15695	DEC	S Never Verb O1 O2 P O3 Adv                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
15696	DEC	S Never Verb O1 O2 P O3                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")))))))))        611	
15697	DEC	S Never Verb O1 O2                                	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"))))))))        611	
15698	DEC	S Never Verb O1 P O3 Adv                          	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")"Adv"))))))))        611	
15699	DEC	S Never Verb O1 P O3                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")))))))))        611	
15700	DEC	S Never Verb O1                                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"))))))))        611	
15701	DEC	S Never Verb P O3 Adv                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")"Adv"))))))))        611	
15702	DEC	S Never Verb P O3                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")))))))))        611	
15703	DEC	S Never Verb                                      	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")))))))))        611	
15763	DEC	S Verb Adv                                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"Adv"))))))        611	
15764	DEC	S Verb O1 Adv                                     	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""Adv"))))))        611	
15765	DEC	S Verb O1 O2 Adv                                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2""Adv"))))))        611	
15766	DEC	S Verb O1 O2 P O3 Adv                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")"Adv"))))))        611	
15767	DEC	S Verb O1 O2 P O3                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")))))))        611	
15768	DEC	S Verb O1 O2                                      	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"))))))        611	
15769	DEC	S Verb O1 P O3 Adv                                	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")"Adv"))))))        611	
15770	DEC	S Verb O1 P O3                                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")))))))        611	
15771	DEC	S Verb O1                                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"))))))        611	
15772	DEC	S Verb P O3 Adv                                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")"Adv"))))))        611	
15773	DEC	S Verb P O3                                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")))))))        611	
15774	DEC	S Verb                                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")))))))        611	
18420	DEC	S Aux Never Verb Adv                              	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"Adv"))))))))        611	
18421	DEC	S Aux Never Verb O1 Adv                           	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
18422	DEC	S Aux Never Verb O1 O2 Adv                        	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
18423	DEC	S Aux Never Verb O1 O2 P O3 Adv                   	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
18424	DEC	S Aux Never Verb O1 O2 P O3                       	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
18425	DEC	S Aux Never Verb O1 O2                            	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
18426	DEC	S Aux Never Verb O1 P O3 Adv                      	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
18427	DEC	S Aux Never Verb O1 P O3                          	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
18428	DEC	S Aux Never Verb O1                               	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"))))))))        611	
18429	DEC	S Aux Never Verb P O3 Adv                         	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
18430	DEC	S Aux Never Verb P O3                             	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
18431	DEC	S Aux Never Verb                                  	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")))))))))        611	
18432	DEC	S Aux Not Verb Adv                                	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"Adv"))))))))        611	
18433	DEC	S Aux Not Verb O1 Adv                             	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
18434	DEC	S Aux Not Verb O1 O2 Adv                          	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
18435	DEC	S Aux Not Verb O1 O2 P O3 Adv                     	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
18436	DEC	S Aux Not Verb O1 O2 P O3                         	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
18437	DEC	S Aux Not Verb O1 O2                              	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
18438	DEC	S Aux Not Verb O1 P O3 Adv                        	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
18439	DEC	S Aux Not Verb O1 P O3                            	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
18440	DEC	S Aux Not Verb O1                                 	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        611	
18441	DEC	S Aux Not Verb P O3 Adv                           	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
18442	DEC	S Aux Not Verb P O3                               	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
18443	DEC	S Aux Not Verb                                    	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")))))))))        611	
18444	DEC	S Aux Verb Adv                                    	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"Adv"))))))        611	
18445	DEC	S Aux Verb O1 Adv                                 	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""Adv"))))))        611	
18446	DEC	S Aux Verb O1 O2 Adv                              	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))        611	
18447	DEC	S Aux Verb O1 O2 P O3 Adv                         	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))        611	
18448	DEC	S Aux Verb O1 O2 P O3                             	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))        611	
